NR_028113	0.39	0	0.31	0.35	0.58	0.13	0.13	0.23
NR_027874	0.34	0.68	1.08	0.28	0.8	0.69	1.06	0.75
NM_029554	0.44	0.28	0.39	0.51	0.35	0.46	0.59	0.41
NM_001081108	7.93	8.41	11.99	9.98	8.55	12.99	10.37	12.06
NM_183249	0	0	0	0	0	0	0	0
NM_001177402	14.29	14.41	15.26	13.14	18.03	16.62	20.8	20.35
NM_001177403	12.7	12.91	13.59	11.68	16.16	14.83	18.71	18.09
NM_134054	11.51	9.9	10.63	11.59	8.34	8.77	9.17	10.91
NR_030694	6.26	7.39	7.53	6.18	10.79	6.5	12.56	7.28
NM_183275	20.62	19.05	23.62	19.83	26.11	21.78	22.59	20.07
NM_133697	3.55	3.76	4.59	3.28	3.38	3.01	2.79	4.04
NM_026502	16.59	20.51	13.34	18.14	16.7	18.7	20.4	21.6
NM_019772	27.64	31.3	39.2	33.68	29.25	36.98	32.4	36.66
NR_027810	0.1	0.1	0.06	0.05	0.13	0.11	0.06	0
NM_026738	4.3	4.08	3.54	3.37	2.25	1.83	5.5	3.36
NM_001134572	4.19	4.3	3.47	3.45	2.3	1.87	5.46	3.31
NM_026124	50.68	55.67	59.52	55.54	69.7	72.05	77.94	73.88
NM_029096	7.35	7.94	9.39	8.27	8.87	8.7	10.93	9.5
NM_025373	10.12	11.79	13.22	14.88	15.35	21.5	15.94	22.26
NM_198001	6.51	8.4	8.66	10.6	7.43	9.43	9.19	13.75
NM_178066	2.18	2.52	2.49	2.64	2.11	2.32	2.11	2.41
NM_172963	23.15	25.68	19	25.16	22.19	23.72	21.76	22.33
NM_001114098	22.98	25.49	18.86	24.97	22.02	23.53	21.59	22.17
NM_026787	8.44	7.69	10.69	8.76	9.23	11.07	11.9	10.58
NM_001177964	0	0.05	0	0	0	0	0	0
NM_001048005	0	0	0	0	0	0	0	0.05
NM_028624	0	0	0	0	0	0	0	0.08
NM_001162998	0	0	0	0	0	0	0	0
NM_178065	7.09	7.41	7.3	6.7	7.3	7.39	7.48	7.12
NM_025370	6.69	8.2	6.21	7.81	7.14	6.77	8.92	6.46
NR_027930	0.17	0.35	0.2	0.2	0.18	0.15	0	0.32
NR_027929	0.06	0.13	0.14	0.14	0	0.07	0	0
NM_001044252	23.56	23.21	27.63	29.94	27.18	25.86	22.67	22.43
NM_001040395	20.51	21.07	24.49	26.51	23.95	23.03	20.44	19.68
NM_001085410	20.4	20.9	24.2	26.28	23.88	22.95	20.23	19.51
NM_026782	1.9	1.74	1.51	2.13	0.7	1.9	1.18	1.97
NM_001163741	0.69	0.78	0.37	0.6	0.48	0.65	0.65	0.68
NM_183116	4.4	5.81	3.21	4.06	1.17	2.4	1	1.98
NM_177645	1.76	1.96	2.26	2.4	2.57	1.93	2.07	2.09
NM_001122738	1.69	1.94	2.19	2.34	2.45	1.88	2.04	2.06
NM_025402	3.53	3.18	4.3	4.19	3.12	3.97	3.73	3.94
NM_023483	1.23	1.21	1.23	1.61	1.52	1.34	1.6	2.23
NM_001164210	0	0	0	0	0	0	0	0
NM_133675	0	0	0	0	0	0	0	0
NM_199197	18.79	19.15	23.15	15.48	20.93	17.86	22.76	17.72
NM_001167996	0.39	0.69	0.12	0.24	0.2	0.25	0.2	0.58
NM_027269	7.55	8.36	8.02	8.53	9.57	9.77	11.25	9.64
NR_004860	5.57	4.81	7.05	6.52	7.69	7.74	6.16	5.61
NM_001037742	5.5	4.8	6.96	6.43	7.58	7.63	6.08	5.53
NM_001114102	1.94	2.83	2.8	2.24	2.7	2.38	1.73	2.1
NM_028637	3.08	2.89	4.02	3.29	3.35	3.71	3.58	4.27
NM_176830	1.61	2.35	1.94	2.52	1.83	1.83	3.37	2.86
NM_001081183	14.24	13.67	15.5	14.29	15.7	16.43	13.31	13.67
NR_015536	12.5	11.86	14.8	12.7	10.75	11.42	12.08	12.27
NR_027943	11.58	13.33	12.71	12.79	11.23	10.11	11.15	11.73
NM_001098044	4.84	4.95	5.93	6.08	5.18	6.68	5.48	7.04
NM_175133	4.5	4.82	5.54	5.59	4.7	6.27	5.1	6.83
NM_054099	11.88	11.94	12.59	14.17	10.27	21.34	12.54	19.72
NM_025411	12.91	14.54	14.72	13.45	13.28	15.83	15.75	14.14
NM_175123	2.82	2.22	2.92	3.08	3.05	4.49	3.01	4.73
NM_001013577	9.74	8.79	9.04	7.29	9.22	8.58	11.65	10.87
NM_001167767	6.11	6.56	5.02	5.34	6.54	9.46	6.38	8.66
NM_172401	6.04	6.45	4.96	5.23	6.47	9.28	6.29	8.45
NM_001167768	4.49	6.26	3.55	3.64	4.6	6.58	4.32	6.24
NM_026503	6.24	6.03	8.14	7.69	6.94	9.22	7.27	8.59
NM_025423	6.77	7.1	10.48	10.07	8.6	8.19	10.42	9.68
NM_025419	1.23	1.4	1.55	1.54	1.86	1.52	1.47	1.52
NM_026841	0	0	0	0	0	0	0	0
NM_001142727	10.29	9.59	10.13	9.47	11.69	12.39	13.28	13.08
NM_173752	10.64	8.53	6.99	7.35	6.73	6.98	6.62	6.99
NM_001033874	0.62	0.33	0.36	0.66	0.32	0.3	0.19	0.63
NM_025427	0.24	0.25	0	0.5	0.06	0.33	0	0.24
NM_001033145	14.99	13.57	11.45	10.06	11.27	7.26	8.23	5.74
NM_029821	3.41	3.09	4.02	3.09	7.3	4.69	7.62	5.8
NM_026876	11.14	12.7	12.4	12.52	14.72	16.82	14.6	17.15
NM_197988	17.62	16.65	38.94	22.32	40.09	20.6	36.37	19.28
NM_001163722	0.11	0.2	0.22	0.35	0.11	0.3	0.1	0.57
NM_001163721	0.11	0.22	0.25	0.4	0.13	0.37	0.1	0.64
NM_001135569	9.16	7.32	10.09	8.8	11.41	9.21	13.52	10.13
NM_001135568	8.29	6.62	9.13	7.96	10.32	8.33	12.23	9.16
NM_001135567	7.31	5.88	7.61	6.92	8.75	7.18	10.4	7.73
NM_028807	0.04	0.1	0.04	0.24	0.19	0.21	0.19	0.23
NM_025817	0.06	0.08	0.15	0.14	0.18	0.06	0.07	0.02
NM_026177	9.37	9.43	9.92	9.86	9.28	9.77	8.44	9.19
NM_024262	16.94	17.84	23.04	18.56	19.35	19.15	18.09	19.13
NM_025818	8.46	8.54	10.41	9.67	9.82	10.66	9.23	9.12
NM_025819	11.23	9.65	10.49	9.73	9.92	9.61	9.87	8.69
NM_001081158	22.37	24.75	19.26	21.68	17.46	18.16	13.92	15.55
NM_028788	0.32	0.43	0.02	0.09	0.03	0.06	0.12	0.15
NM_198003	1.71	2.22	1.85	2.03	1.5	1.44	1.53	1.76
NM_173758	6.82	6.3	6.01	5.73	5.5	6.83	6.44	6.19
NM_027906	5.57	5.28	4.69	4.6	4.75	5.51	5.4	5.15
NM_025831	0.04	0.04	0.16	0.29	0.16	0.21	0.77	0.12
NM_027918	0.08	0.03	0.02	0.07	0.02	0.02	0.11	0.07
NM_001047891	0.08	0.05	0	0.12	0.04	0	0.15	0.08
NM_028200	1.03	0.97	0.68	0.84	1.1	0.75	0.69	1.45
NM_027905	1.18	0.85	1.32	1.73	1.34	1.91	1.85	2.08
NM_026894	17.25	16.75	18.15	18.31	16.57	20.99	18.34	21.78
NM_028047	4.4	5.14	3.15	3.29	4.76	5.3	5.77	5.97
NR_015473	18.33	14.56	18.79	17.58	16.87	14.95	15.54	13.32
NR_027832	17.46	14.13	18.37	16.83	16.96	14.58	15.51	13.27
NM_019769	7.16	7.72	9.9	8.87	8.31	9.53	8.78	9.82
NR_015498	0	0	0.01	0.01	0	0.02	0	0
NM_001145198	2.52	3.25	3.18	3.7	4.72	2.65	4.52	2.91
NM_001143790	11.01	10.42	9.68	10.44	13.01	12.99	16.13	15.01
NM_001013256	11	10.41	9.68	10.44	13.01	12.98	16.12	15
NR_026565	10.97	10.4	9.59	10.45	12.97	12.97	16.08	14.99
NM_181075	5.98	7.49	8.62	7.06	5.54	6.88	6.7	6.41
NR_027817	3.6	3.58	3.17	2.69	3.55	4.52	4.18	4.09
NR_027818	2.9	3.71	3.36	2.97	3.17	3.02	3.1	3.29
NM_026883	15.24	17.29	23.77	17.56	15.66	18.16	19.42	18.6
NR_015476	4.62	5.51	7.27	6.42	6.93	8.37	9.26	10.11
NM_001081005	8.81	12.62	5.96	8.25	7.98	7.87	7.95	11.42
NR_029432	2.15	2.08	1.27	1.7	1.91	1.88	1.71	2.07
NM_024283	0.25	0.25	0.19	0.14	0.28	0.2	0.24	0.43
NR_033510	0	0	0	0	0	0	0	0
NM_025892	8.72	11.39	10.67	10.17	8.46	10.9	7.05	8.97
NM_026914	46.63	50.45	54.61	54.73	59.34	75.31	66.71	70.61
NM_026547	0.5	0.73	1.06	3.16	0.85	3.01	1.1	1.7
NM_028056	8.73	10.17	9.12	9.46	10.83	10.03	10.87	10.72
NM_027207	2.11	3.09	1.32	2.56	1.55	1.93	2.35	1.18
NM_025904	3.29	3.15	2.82	3.13	3.63	2.95	3.33	2.79
NM_026451	7.04	6.92	8.33	7.2	7.98	6.04	8.45	5.93
NM_001083880	7.04	6.94	8.35	7.18	8	6.04	8.44	5.94
NM_001083881	6.95	6.89	8.21	7.11	7.9	5.97	8.29	5.84
NM_001083882	6.6	6.6	7.76	6.75	7.5	5.69	7.84	5.54
NM_028166	2.48	2.18	3.03	2.44	2.32	2.61	2.77	3.19
NM_001085385	2.34	2.08	2.92	2.3	2.2	2.48	2.62	3
NM_028046	0	0	0.1	0.1	0.06	0.21	0.35	0.26
NM_001081273	0	0	0	0	0	0	0	0
NM_028050	0.55	0.62	0.42	0.94	0.96	0.66	1.06	0.81
NM_177718	13	9.7	13.06	12.41	10.04	13.74	8.07	13.11
NM_028479	6.11	5.07	7.34	5.81	7.13	5.56	7.28	5.78
NM_029639	0.18	0.08	0.4	0.09	0.49	0.09	0.51	0.12
NR_033522	0	0	0.05	0	0	0	0.02	0.09
NM_029285	0	0	0	0	0	0	0	0
NM_029296	0.02	0.05	0	0.05	0	0.11	0	0.07
NM_001172091	0	0.06	0	0.06	0	0.13	0	0.04
NM_027940	0	0	0	0	0	0	0	0
NR_033199	0.08	0.08	0.05	0.09	0.06	0.05	0.14	0
NM_001008547	0	0	0	0	0	0	0	0
NR_033613	0.11	0.06	0.18	0.05	0.14	0.11	0.14	0.13
NM_025488	0.04	0.08	0	0	0	0.05	0	0
NR_027980	9.05	8.23	6.87	6.36	9.61	9.11	8.01	8.64
NM_027035	0	0.04	0	0.02	0.03	0.02	0	0.03
NM_198000	0.45	0.32	0.22	0.18	0.47	0.15	0.67	0.24
NR_028487	0.39	0.16	0.14	0.13	0.27	0.18	0.54	0.12
NR_028486	0.38	0.15	0.13	0.13	0.26	0.18	0.52	0.11
NM_028156	0.12	0.36	0.14	0.2	0.56	0.07	0.07	0.53
NM_027948	0.04	0	0.02	0.02	0	0.11	0.02	0.05
NM_029305	0.05	0.2	0.12	0.11	0	0	0.17	0.23
NR_029433	0.12	0.12	0.07	0	0.16	0	0.21	0.09
NR_015460	0	0	0	0	0	0	0	0
NM_027041	0.43	0.3	0.35	0.1	0.47	0.25	0.35	0.19
NM_027939	0	0	0	0	0	0	0	0
NM_029287	0	0	0	0	0	0	0	0
NM_001164235	0	0	0	0	0	0	0	0
NM_027944	0	0	0	0	0	0	0	0
NM_001162882	0.5	0	0.39	0.47	1.35	1.06	0.95	1.6
NM_001162880	0.47	0	0.36	0.43	1.26	0.99	0.89	1.49
NM_001024614	0	0	0	0	0.23	0.05	0.25	0.32
NM_001171640	0.07	0.05	0	0	0.17	0	0.17	0.04
NM_027037	0	0	0	0	0	0	0	0
NM_027040	5.92	7.97	6.86	9.18	7.95	10.72	8.09	14.79
NM_027050	0	0	0	0	0	0	0	0
NM_029292	0.04	0	0	0	0	0	0	0
NM_001168369	0.02	0	0	0	0	0	0	0
NM_027952	0.06	0.13	0.19	0.31	0.09	0.1	0.05	0.09
NR_024331	0.93	0.95	0.82	1.35	1.08	0.98	0.77	0.82
NM_027049	1.3	1.14	0.24	0.78	1.16	0.76	0.79	0.42
NM_027048	0	0	0	0	0	0	0	0
NM_001163810	0.38	0.34	0.24	0.52	0.8	0.73	0.48	0.93
NR_015547	0	0	0	0	0	0	0	0
NM_001081095	0	0	0	0	0	0	0.03	0
NM_001081275	0.07	0.14	0	0.32	0.29	0.38	0.12	0.48
NM_029590	0	0	0	0	0	0	0	0
NM_025851	0.44	0.28	0.3	0.49	0.38	0.44	0.34	0.21
NM_025490	0	0	0	0	0	0	0	0
NM_025487	0	0	0	0	0	0	0	0
NM_029298	0	0	0.05	0.05	0	0	0.05	0.13
NM_028825	0	0	0	0	0	0	0	0
NM_029372	0.14	0.21	0.12	0.08	0.32	0	0.2	0.05
NM_025956	0	0	0	0	0	0	0	0
NM_027034	0	0	0	0	0	0	0	0
NM_029290	0	0	0	0	0	0	0	0
NM_026315	0	0	0	0	0	0	0	0
NM_029587	0	0	0	0	0	0	0	0
NM_001033162	0.04	0.07	0.15	0.08	0.07	0.09	0.08	0.03
NM_027038	0.2	0.16	0.05	0.04	0.11	0	0.05	0
NM_001162428	0.03	0.11	0.06	0.03	0.07	0	0.03	0
NM_029306	0	0	0	0	0	0	0	0
NR_015551	2.18	2.15	2.01	2.06	1.5	1.78	1.94	2.31
NR_015573	0.24	0.12	0.14	0.46	0.16	0.21	0.07	0
NR_015486	0.07	0.09	0.08	0.05	0.03	0	0.08	0
NM_029588	0	0	0	0	0	0	0	0
NM_027056	0	0	0	0	0	0	0	0
NM_028157	0.3	0.44	0.28	0.37	0.58	0.35	0.61	0.55
NM_001177502	0	0	0	0	0	0	0	0
NM_029314	0	0	0	0	0.17	0	0.22	0
NM_027063	0	0	0	0	0	0.04	0	0
NR_003639	0	0	0.09	0	0	0	0	0
NM_027067	0.04	0	0.08	0.12	0	0.04	0	0
NM_001039593	0	0	0	0	0	0	0	0
NR_033466	0	0	0	0	0	0	0	0
NM_027077	0	0	0	0	0	0	0	0
NM_024271	0.24	0	0.07	0	0	0	0	0
NM_001190949	0.11	0	0.24	0.12	0	0	0	0
NM_001163550	0.05	0.19	0.16	0.27	0.13	0.06	0.05	0.14
NM_028824	0.04	0.16	0.14	0.22	0.11	0.05	0.09	0.12
NM_198637	0.08	0.24	0.05	0.09	0.16	0.24	0.51	0.06
NM_001177437	0.05	0.08	0.12	0.04	0.07	0	0.05	0.02
NM_028820	2.43	2.78	2.87	3.92	3.59	4.65	3.53	5.36
NM_027058	0	0	0	0	0	0	0	0
NM_001081246	0	0	0	0	0	0	0	0
NR_029439	0	0	0.06	0	0	0	0	0
NM_001145259	0.05	0	0.18	0	0	0	0	0
NM_029597	0	0	0	0.08	0	0	0	0
NR_003617	0	0.02	0	0.01	0.02	0	0.06	0
NM_029324	0	0	0	0	0	0	0	0
NM_027069	0	0	0	0	0	0	0	0
NR_028360	0	0	0	0	0	0	0	0
NM_029326	0	0	0	0	0	0	0	0
NM_027070	0	0	0	0	0	0	0.14	0
NM_029598	0.02	0	0	0.03	0	0	0	0
NM_144953	22.64	17.87	25.74	15.35	25.27	19.69	23.6	20.47
NM_029601	4.77	4.83	4.98	6.11	7.31	9.33	8.55	10.5
NM_001145895	0.69	0.4	0.76	0.52	0.45	0.69	0.26	1.07
NM_029331	0.61	0.51	0.66	0.39	0.54	0.62	0.58	0.81
NM_025619	0.07	0.09	0.03	0.08	0	0.18	0.05	0.13
NM_027076	0	0	0	0	0	0	0	0
NM_026208	0	0	0	0	0	0.05	0	0
NM_027966	0	0	0.03	0	0.06	0	0	0
NM_001163483	0	0	0	0	0	0	0	0
NM_029375	0	0	0	0	0	0	0	0
NM_029370	0	0.1	0	0.05	0	0.11	0	0
NM_026443	7.75	6.73	5.87	5.5	5.26	5.28	6.52	7.65
NM_023781	0.33	0.22	0.17	0.12	0.05	0.04	0.04	0.16
NM_025492	0	0	0	0	0	0	0	0
NR_027968	0.14	0.28	0.04	0.2	0.62	0.33	0.28	0.31
NR_026924	0	0	0	0	0	0	0	0
NM_027405	4.05	4.03	3.99	4.63	3.53	4	3.49	4.1
NM_029801	6.89	6.43	10.71	5.35	12.92	11.03	11.72	8.35
NM_026411	22.02	20.75	27.99	27.02	32.44	38.93	32.61	42.07
NM_028158	0	0	0.07	0	0	0	0	0
NM_172615	2.98	3.05	3.25	2.6	3.22	3.41	2.93	3.52
NR_003953	0.05	0.1	0	0	0	0	0	0
NM_029602	6.62	7.55	9.35	10.2	11.12	13.7	13.4	13.75
NM_026088	0	0	0	0	0	0	0	0
NM_029336	1.13	2.44	2.92	2.24	5.05	3.04	4.77	4.25
NM_027059	0	0	0	0	0	0	0	0
NM_029317	0.12	0.23	0.27	0.13	0.16	0.2	0.47	0.09
NM_027970	0	0	0	0	0	0.03	0.05	0.06
NR_033731	0	0	0	0	0	0	0	0
NR_015522	0	0	0.22	0.07	0.09	0.15	0.22	0.47
NM_001034037	0	0	0.43	0.11	0.25	0.54	0.32	0.28
NM_027064	0	0	0	0	0	0	0	0
NM_001162980	0.01	0.02	0.06	0.07	0.02	0.01	0	0
NR_033448	0	0	0	0	0	0	0	0
NM_029373	0.22	0.18	0.2	0.2	0.42	0.56	0.3	0.2
NM_027074	0	0	0	0	0	0	0	0
NM_197990	1.79	1.51	1.33	1.47	1.32	1.58	1.26	1.78
NM_183254	0.46	1.12	0.89	1.03	1.24	0.65	0.87	0.83
NM_029335	0.29	0	0.27	1.64	1.05	1.98	0.66	0.81
NR_028286	0	0	0.05	0	0	0	0	0
NM_027967	0	0	0	0	0.04	0	0	0
NM_027283	0.11	0.33	0	0.06	0.23	0.52	0.19	0.41
NM_029604	0	0.16	0.05	0.09	0.17	0.1	0.14	0.18
NM_029661	0.03	0	0	0	0	0	0	0
NR_033605	1.35	2.03	2.42	1.36	1.55	2.43	2.08	1.3
NR_029436	0.13	0.06	0.18	0.18	0.13	0.33	0.14	0.05
NM_001007574	1.26	1.46	1.05	1.25	1.68	1.62	1.62	2.17
NM_001168557	0.96	1.07	0.78	0.89	1.15	1.17	1.19	1.73
NM_175241	0.01	0	0.03	0.04	0	0.03	0.03	0
NM_182745	0	0	0.05	0.05	0.06	0.05	0	0
NM_026188	0	0	0	0	0	0	0	0
NM_001080777	0	0	0	0	0	0	0	0
NM_025585	0	0	0	0	0	0	0	0
NM_025856	0.78	0.79	0.64	0.75	1.09	0.98	1.08	1.07
NM_001162533	0.67	0.7	0.68	0.65	0.97	0.83	0.93	1.01
NM_001080781	0	0	0.06	0	0	0	0	0
NM_025601	0	0	0.07	0	0	0	0	0
NM_027285	0.37	0.28	0.42	0.18	0.52	0.34	0.44	0.15
NM_183112	0.31	0.61	0.24	0.46	0	0	0.12	0.15
NM_001033148	0	0	0.02	0	0	0	0.06	0.02
NM_029608	0.06	0	0	0.06	0.08	0	0	0.09
NR_027909	0.09	0.05	0.17	0.15	0.07	0.09	0.15	0.04
NR_015613	0.09	0.05	0.16	0.16	0.07	0.09	0.14	0.04
NM_025503	2.04	2.34	3.22	2.7	4.79	2.59	6.72	2.92
NR_015521	3.14	3.06	2.75	2.56	2.48	1.48	1.55	1.31
NM_027103	0.44	0.75	0.83	0.79	0.86	0.83	0.43	0.93
NM_028170	4.09	3.75	5.45	4.54	5.02	4.78	4.68	5.15
NM_028496	0	0	0	0	0	0	0	0
NR_015496	0	0	0	0	0	0	0	0
NM_030097	0	0	0	0	0	0	0	0
NM_001163521	0.14	0	0.06	0.08	0.19	0.06	0.12	0.08
NM_028504	0.14	0	0.06	0.08	0.18	0.06	0.14	0.08
NM_025969	4.95	3.97	6.49	4.76	9.3	4.71	10.12	3.98
NR_030669	0.04	0.02	0.06	0.04	0.02	0.05	0.02	0.06
NM_028494	0	0	0	0	0	0	0	0
NM_001164236	0	0	0	0	0	0	0	0
NM_028509	0	0	0	0	0	0	0	0
NM_029671	0	0	0	0	0	0	0	0
NM_028484	0.24	0.2	0.04	0.42	0.41	0.59	0.58	0.6
NM_026091	9.28	9.31	11.74	13.41	16.62	17.7	16.2	16.95
NM_001033176	0	0	0	0	0	0	0.03	0
NM_001109146	0	0	0.02	0	0	0	0.03	0
NM_028505	3.46	4.32	3.77	4.29	3.69	3.32	3.26	3.68
NM_001163427	3.44	3.93	3.91	4.08	4.05	3.4	3.54	3.77
NR_028081	3.43	3.77	4.17	4	4.05	3.49	3.54	3.69
NM_001105618	0	0	0	0	0	0	0	0
NM_028491	0	0	0	0	0	0	0	0
NR_033784	0	0	0	0	0	0	0	0
NM_001081671	0	0	0	0	0	0	0	0
NM_001099295	0	0	0	0	0	0.11	0.22	0
NR_033785	0	0	0	0	0	0	0	0
NR_003640	0	0	0	0.14	0.04	0	0.04	0
NM_001100116	0	0	0	0	0	0	0	0
NM_028527	0	0	0	0	0	0	0	0
NR_015458	0	0	0	0	0	0	0	0
NR_033553	0.02	0.04	0.12	0.09	0.05	0.14	0.14	0.03
NR_033636	0	0	0	0	0	0	0	0
NR_003644	0.14	0.19	0.05	0.1	0	0.11	0	0.07
NR_033786	0	0	0	0	0	0	0	0
NR_027956	2.05	2.66	3.75	4.25	3.15	3.05	2.34	3.88
NM_024261	15.88	17.41	22.9	21.37	22.09	20.44	22.46	19.3
NR_027865	0	0	0	0	0	0	0	0
NM_028536	5.45	5.77	5.97	5.4	5.49	5.45	6.01	5.15
NM_026096	0	0	0	0	0	0	0	0
NM_028516	0	0	0.09	0.13	0.21	0.22	0.09	0.11
NM_001033184	0	0	0	0	0	0	0	0
NM_028540	0	0	0	0	0	0	0.05	0
NM_028528	0	0	0	0	0	0	0	0
NR_028107	0	0	0	0	0	0	0	0
NM_030141	3.63	2.85	3.39	2.26	3.85	2.7	3.93	2.76
NM_001163612	0	0	0	0	0	0	0.07	0
NM_001163613	0	0	0	0	0	0	0.09	0
NM_028522	0	0	0	0	0	0	0.08	0
NM_028533	0	0	0.05	0.12	0.07	0.03	0.09	0.02
NM_026099	0.2	0.13	0	0.22	0	0.08	0	0
NM_001033168	0.22	0.51	0.05	0.12	0.04	0.07	0.03	0
NM_028546	4.66	3.4	5.23	4.05	4.5	3.72	3.87	3.31
NR_015541	0	0	0	0	0	0	0	0
NM_183097	0.65	0.21	0.44	0.31	0.46	0.44	0.59	0.81
NM_026625	0	0	0	0	0	0	0	0
NR_033216	0	0	0	0	0.07	0	0	0.08
NM_001033765	0.29	0.07	0.37	0.24	0.2	0.33	0.37	0.21
NM_028554	0	0	0	0	0	0	0	0
NR_003625	0	0	0	0	0	0	0	0
NM_028550	0	0	0	0	0	0	0	0
NM_028562	0	0	0	0	0	0	0	0
NM_028851	0	0	0	0	0	0	0	0
NM_001081045	16.48	16.07	15.05	16.37	16.09	16.61	14.93	16.55
NM_001033185	0	0.1	0	0	0.04	0.06	0	0
NR_028299	0.17	0.17	0.2	0.48	0	0	0.29	0.13
NR_033608	0	0	0.3	0.23	0	0.18	0	0
NR_030733	0	0	0	0.04	0.05	0	0	0
NR_030734	0	0	0	0.04	0.05	0	0	0
NR_030735	0	0	0	0.05	0.06	0	0	0
NR_015475	0.59	0.43	0.36	0.29	0.32	0.33	0.41	0.67
NR_027903	0.56	0.53	0.31	0.36	0.16	0.38	0.44	0.82
NR_027904	0.25	0.32	0.04	0.18	0.04	0.22	0.25	0.42
NM_138581	0.12	0.12	0.24	0.27	0.28	0.31	0.17	0.18
NM_030104	0	0	0	0	0	0	0	0
NM_001177347	0.88	2.16	0.79	0.77	1.06	0.11	0.34	1.16
NM_177899	5.86	5.42	5.91	5.62	6.16	5.13	5.43	5.8
NM_001110133	0	0.06	0	0	0.08	0.03	0.03	0
NM_026105	0	0	0	0	0.1	0.04	0.04	0
NM_024279	0	0	0	0	0	0	0	0
NM_025762	9.01	12.01	8.63	9.31	8.05	10.18	9.15	9.83
NM_027500	4.65	4.94	4.11	4.81	3.84	4.72	4.71	5.65
NM_028567	0.67	0.65	0.28	0.44	0.46	0.35	0.33	0.36
NR_027883	0	0	0	0	0	0	0	0
NR_027388	0.59	0.57	1.43	0.75	0.97	1.08	0.82	0.87
NM_001166705	0.92	0.48	0.56	0.31	0.97	0.7	0.5	0.3
NM_001085514	0.54	0	0.35	0.2	0.98	0.56	0.21	0.09
NM_053216	0.78	1.02	1.02	0.87	0.64	1.02	0.85	0.7
NM_028859	0	0	0.14	0.14	0	0.04	0.07	0.09
NM_028576	1.91	1.24	1.5	2.06	2.38	2.02	1.51	1.88
NR_015485	0.04	0	0	0	0	0	0.25	0
NR_015532	0	0	0	0	0	0	0	0
NM_001177877	0	0	0	0	0	0	0	0
NM_027699	0	0	0	0	0	0	0	0
NR_027899	0	0	0	0	0	0	0	0
NR_033788	0	0	0	0	0	0.05	0	0
NM_029843	0.42	0.52	0.3	0.18	0.21	0.12	0.36	0
NM_001170709	0	0	0	0	0	0	0	0
NM_029680	0	0	0	0	0	0	0	0
NR_033213	0	0	0	0	0	0	0	0
NM_028275	0	0	0	0.07	0	0	0	0
NM_029685	0	0	0	0	0	0	0	0
NR_027915	0	0	0	0	0	0	0.08	0
NM_001165919	0.35	0.6	0.51	0.16	0.62	0.73	0.82	0.75
NM_029693	0	0	0	0	0	0	0	0
NR_003643	0.9	0.7	1.04	0.96	1.06	1.55	1.4	0.84
NM_021437	14.2	15.47	18.3	17.15	15.39	18.57	15.44	16.91
NM_001085491	0	0	0.08	0	0	0.16	0.31	0
NM_028589	0	0.08	0	0	0	0	0	0.06
NR_033618	0	0	0	0	0	0	0	0
NM_026461	0	0	0	0	0	0	0	0
NM_026919	10.49	12.3	17.54	15.16	17.82	21.66	18.1	23.32
